"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"ILMN_1672024",-1.936789418,9.32324404452941,-6.08421490702739,5.92348225163103e-07,0.000491784123849009,6.06050739722344,"ISCA1","iron-sulfur cluster assembly 1"
"ILMN_1672605",-0.974623637588238,9.34839910261765,-4.5471932597862,6.21893240314905e-05,0.00559502924171526,1.72786289858449,"MTURN","maturin, neural progenitor differentiation regulator homolog"
"ILMN_1673172",-0.518112533058829,6.69997806052941,-4.58684666747863,5.52469885725986e-05,0.00516521370456946,1.83787679713662,"IFT52","intraflagellar transport 52"
"ILMN_1673215",-0.540927572941181,11.5599658782353,-4.03648571135627,0.000279981765542048,0.0165826997381056,0.333094723228219,"PCBP1","poly(rC) binding protein 1"
"ILMN_1673518",-0.537166908294123,7.34964293344118,-4.50156816662196,7.12465152868596e-05,0.0061525526330658,1.60153726523151,"BRWD1","bromodomain and WD repeat domain containing 1"
"ILMN_1673604",-1.10249155388236,9.3854168312353,-5.50897651817398,3.40335985171793e-06,0.000988080970937716,4.43300149623919,"YIPF3","Yip1 domain family member 3"
"ILMN_1673798",-0.986034858823537,8.22757391982353,-4.02631941714701,0.000288364076037774,0.0169308351989275,0.305833181901882,"PPOX","protoporphyrinogen oxidase"
"ILMN_1674243",-1.42533532382353,9.80407839438235,-4.95875397276248,1.80656040556212e-05,0.00242874596796637,2.87797963877646,"TFRC","transferrin receptor"
"ILMN_1674633",-1.22642954876471,7.17061607191176,-5.25521727707404,7.35935764318463e-06,0.00145545152329896,3.71450262732021,"UBE2H","ubiquitin conjugating enzyme E2 H"
"ILMN_1675085",0.607595314529406,7.45521775808824,3.73222222660536,0.000670510351684317,0.0321159528064342,-0.47202989372042,"UBA6","ubiquitin like modifier activating enzyme 6"
"ILMN_1675421",-1.74361613735295,9.13752602908823,-4.45186314307806,8.25965601728789e-05,0.00680238724637839,1.46424414316404,"ISCA1","iron-sulfur cluster assembly 1"
"ILMN_1675937",-1.00112015452942,7.06561728879412,-4.07851685971681,0.000247782173195676,0.0151496069536679,0.446043448742017,"ANKRD9","ankyrin repeat domain 9"
"ILMN_1676005",-1.20913923435294,8.37463770452941,-5.47590860175545,3.76342617747527e-06,0.00100419600706612,4.3393160497251,"KPNA1","karyopherin subunit alpha 1"
"ILMN_1676280",-1.03059103823529,7.44175230147059,-4.36736736203457,0.000106111954455383,0.00812546281665383,1.23169630621162,"NSUN3","NOP2/Sun RNA methyltransferase 3"
