"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"ILMN_1690064",-0.657424210529417,7.7536645985,-3.65661643056907,0.000830208071821998,0.0374884891057561,-0.668280064846383,"SNX29P1","sorting nexin 29 pseudogene 1"
"ILMN_1690064",-0.657424210529417,7.7536645985,-3.65661643056907,0.000830208071821998,0.0374884891057561,-0.668280064846383,"SNX29P2","sorting nexin 29 pseudogene 2"
"ILMN_1690077",-0.522237706411771,6.98007919897059,-3.96022625906902,0.000349148970395627,0.0194637584743628,0.129169790072048,"PPM1A","protein phosphatase, Mg2+/Mn2+ dependent 1A"
"ILMN_1690122",-0.608339871176476,9.20832058452941,-4.13612598125161,0.000209464174099933,0.0133907602550887,0.601461462926012,"CRKL","CRK like proto-oncogene, adaptor protein"
"ILMN_1690616",-0.983516159235295,6.73743572091176,-5.19836221301801,8.74530171328413e-06,0.00162867128285388,3.5537504630197,"SMIM5","small integral membrane protein 5"
"ILMN_1691188",-0.781866891411767,8.94445072623529,-3.91242216899434,0.000400726382489923,0.0216726566840807,0.00202900827821928,"UIMC1","ubiquitin interaction motif containing 1"
"ILMN_1691506",-0.641440266823532,9.13732430258824,-3.88204214764943,0.000437284193953494,0.0231731241998446,-0.0784813170501639,"NGRN","neugrin, neurite outgrowth associated"
"ILMN_1691942",-0.69374397117647,12.5522452167647,-5.83883799584059,1.24797356277063e-06,0.000586258373219847,5.36724471986459,"CCNI","cyclin I"
"ILMN_1692026",-0.545573052705883,7.22937139552941,-3.98958681503206,0.000320742443245176,0.0182625886065254,0.20752547637437,"KMT5B","lysine methyltransferase 5B"
"ILMN_1692191",-0.673262466705885,6.43554094235294,-3.56205310180384,0.00108221919145712,0.0454023570898276,-0.911338071116032,"GNA12","G protein subunit alpha 12"
"ILMN_1692267",-1.36025478782353,9.03844391332353,-5.46051777110401,3.94374979956537e-06,0.00103110536886648,4.29571490948627,"B4GALT3","beta-1,4-galactosyltransferase 3"
"ILMN_1692517",-1.00699937152941,8.50798949888235,-4.44083887592523,8.53457120550436e-05,0.00689353564077259,1.43384178291906,"SORD","sorbitol dehydrogenase"
"ILMN_1693136",-0.905327665294122,8.50940356535294,-4.9288128323333,1.97751857726423e-05,0.00259230226127077,2.79378514270234,"VTI1B","vesicle transport through interaction with t-SNAREs 1B"
"ILMN_1694027",-1.40059046658824,9.398156628,-4.7335678186604,3.5599845086393e-05,0.00385647161545589,2.24657216441514,"SESN3","sestrin 3"
"ILMN_1694075",-0.62319727476471,7.17208509020588,-4.3464505694085,0.000112883425676453,0.00854150689380335,1.1743028752711,"GADD45A","growth arrest and DNA damage inducible alpha"
"ILMN_1694268",-1.56391521929412,7.96611106211764,-4.88703696822843,2.24317802183661e-05,0.00286129146974054,2.6764244660204,"HES6","hes family bHLH transcription factor 6"
"ILMN_1694325",-2.09714043747059,7.76271242944118,-6.11922507127043,5.32682730486376e-07,0.000491784123849009,6.15921615659605,"NFIX","nuclear factor I X"
"ILMN_1694476",-2.195207276,8.22864668388235,-5.48530462635474,3.65741171205059e-06,0.00100419600706612,4.36593534929765,"HMBS","hydroxymethylbilane synthase"
"ILMN_1695058",-0.784899878058825,7.47851296732353,-4.12568362441724,0.000215950576102673,0.0137050616753396,0.573239317401032,"SLC38A5","solute carrier family 38 member 5"
"ILMN_1695187",-1.94063539970589,10.7022107836176,-4.41088858487316,9.32775823925871e-05,0.0073624815886065,1.35133764561315,"GYPE","glycophorin E (MNS blood group)"
"ILMN_1695645",-1.24297172641177,8.98117261032353,-5.72504861123246,1.76389659071766e-06,0.000713443404807965,5.04512851704005,"CETN2","centrin 2"
"ILMN_1695719",-0.572274326588239,9.29348764964706,-3.72211848138983,0.000689986981427725,0.0327955470065975,-0.498351194564164,"AGO2","argonaute RISC catalytic component 2"
"ILMN_1695792",-0.666157276470598,8.24115136729412,-4.17868797000114,0.000184943281223221,0.012172560357895,0.716717492526667,"CUL4A","cullin 4A"
"ILMN_1695865",-0.632556672176471,6.90048274438235,-4.01752948495822,0.000295808694343095,0.0171570063231045,0.282280960429439,NA,NA
"ILMN_1695961",-0.765270253117654,7.10737601238235,-4.20026653892428,0.000173609070980033,0.0116369717648557,0.775286483329242,"CLK3","CDC like kinase 3"
"ILMN_1696021",-0.985454495882358,9.04211987394118,-4.72458317084534,3.65731995419027e-05,0.00393353073163968,2.22147685195326,"KPNA6","karyopherin subunit alpha 6"
"ILMN_1696183",-1.34049970241177,11.6297718746765,-4.69007783200535,4.05622426693856e-05,0.00422803306132893,2.12517786099091,"HBQ1","hemoglobin subunit theta 1"
"ILMN_1696276",-1.24235288700001,7.62730575279412,-5.62162555504286,2.41599872895947e-06,0.000846905984078141,4.75216903942045,"ZNF653","zinc finger protein 653"
"ILMN_1696360",-1.04648379276471,10.2612926161471,-4.34002978254696,0.000115046000067811,0.00864895211095212,1.15669928521881,"CTSB","cathepsin B"
"ILMN_1696494",0.560912938764698,9.38302560120589,3.63225010019085,0.00088910291470768,0.0395070584344709,-0.731170528991377,"CMTM6","CKLF like MARVEL transmembrane domain containing 6"
"ILMN_1696512",-1.6679536732353,12.6529743492647,-4.7145879185352,3.7686998600667e-05,0.00401680593418775,2.19356865818581,"AHSP","alpha hemoglobin stabilizing protein"
"ILMN_1696615",-0.651661143058829,6.04002039882353,-3.80327321423352,0.000547837746436099,0.0272265735682691,-0.286136537512634,"CA8","carbonic anhydrase 8 (inactive)"
"ILMN_1697166",-1.39444110852942,11.1062575575,-5.60603470894396,2.53334069215095e-06,0.000860694367654971,4.70799724951027,"C9orf78","chromosome 9 open reading frame 78"
"ILMN_1697503",-0.58563530658824,7.59396906270588,-3.91192161639873,0.000401303882408246,0.0216791137296865,0.000700646335311639,"DHX29","DExH-box helicase 29"
"ILMN_1697529",-1.64935566882353,9.36031557129412,-5.58055236656238,2.73752274606763e-06,0.000891955890303672,4.6357986073701,"RNF10","ring finger protein 10"
"ILMN_1697777",-1.68484232158824,8.77692631808823,-5.95081383350486,8.88038919028844e-07,0.000534250248818919,5.6838877195906,"GFUS","GDP-L-fucose synthase"
"ILMN_1697919",-0.544402707411766,6.6463938112353,-3.78723981827661,0.000573456564353382,0.0281511255133767,-0.328205444296321,"NSD3","nuclear receptor binding SET domain protein 3"
"ILMN_1698470",-0.53121106458824,7.04956524229412,-3.90305530498652,0.000411668494593774,0.0221128129054043,-0.0228185103949663,"SYAP1","synapse associated protein 1"
"ILMN_1698985",-0.611087922882351,6.71136382132353,-4.55870727966537,6.00893000821702e-05,0.00545797686715651,1.75978641583421,"DCAF6","DDB1 and CUL4 associated factor 6"
"ILMN_1699022",-0.716024452235298,7.27531004552941,-4.63912725713786,4.72511995628573e-05,0.00466820149668705,1.98322227846186,"ENDOD1","endonuclease domain containing 1"
"ILMN_1699206",-1.14889040088236,6.84919787085294,-3.58577595288321,0.00101282013241838,0.0434539321182546,-0.850622185103681,"FHDC1","FH2 domain containing 1"
"ILMN_1699598",-0.978643716117656,8.88060852982353,-4.93984018294981,1.9127632771646e-05,0.00252138430543901,2.82478643543717,"AP2M1","adaptor related protein complex 2 subunit mu 1"
"ILMN_1699644",-1.01847782441177,7.09916537785294,-4.5464194781886,6.2333021286378e-05,0.00559731606515231,1.72571815022785,"MARCHF3","membrane associated ring-CH-type finger 3"
"ILMN_1700231",-1.02653116888236,8.45693923555883,-4.37658048984526,0.000103257604327926,0.0079584032729812,1.25699855841698,"IP6K1","inositol hexakisphosphate kinase 1"
"ILMN_1700546",-0.921639238941182,6.66237673764706,-5.31262906219771,6.18190258969431e-06,0.00131662877769177,3.87693837182958,"ELOVL6","ELOVL fatty acid elongase 6"
"ILMN_1700811",-1.07399862994118,7.05922262844118,-4.63640743770661,4.7637418648645e-05,0.00469481906541439,1.97565282685113,"UBFD1","ubiquitin family domain containing 1"
"ILMN_1701111",-0.631267347529417,7.50656833735294,-3.70223457587697,0.000729929725707292,0.0339316939191024,-0.550066199510502,"GPCPD1","glycerophosphocholine phosphodiesterase 1"
"ILMN_1701314",0.505375942941168,12.9769143014706,4.73135887754647,3.58367484424072e-05,0.00387192339392702,2.24040152646738,NA,NA
"ILMN_1701331",-0.668460548176471,9.57413682679412,-5.0841996155025,1.23612065299628e-05,0.0019498979220581,3.23138235364475,"UBE2M","ubiquitin conjugating enzyme E2 M"
"ILMN_1701386",-1.84860239105883,11.4500536932941,-5.24559600262347,7.57747240237177e-06,0.00148177159709686,3.68729122255573,"STRADB","STE20 related adaptor beta"
"ILMN_1701413",-1.51154000811765,7.74284773388235,-5.57704564660921,2.76688000401519e-06,0.000891955890303672,4.62586292766708,"PIGQ","phosphatidylinositol glycan anchor biosynthesis class Q"
"ILMN_1701457",-0.67099251,7.15290236135294,-3.60543138303856,0.000958591569058979,0.0418802893293935,-0.800183204041296,"FAHD1","fumarylacetoacetate hydrolase domain containing 1"
"ILMN_1701643",-0.750126861529418,6.800336588,-4.54185037377774,6.31882416641002e-05,0.00562078413584626,1.71305522801935,"GDPD5","glycerophosphodiester phosphodiesterase domain containing 5"
"ILMN_1701696",0.571523592999997,9.92396498291176,4.52114792465342,6.72105102290864e-05,0.00590093316432478,1.65571476845854,"SRP14","signal recognition particle 14"
"ILMN_1701933",-1.74157137564706,11.8218545274706,-4.70717398931935,3.8534766160449e-05,0.00407959896870454,2.17287469306584,"SNCA","synuclein alpha"
"ILMN_1702124",-0.882780171000002,7.25094003197059,-4.27800487870929,0.000138147506192116,0.00989040005375113,0.987006492461864,"LNX2","ligand of numb-protein X 2"
"ILMN_1702247",-1.30696513117648,11.962656905,-5.84812007072833,1.21325339025029e-06,0.000586258373219847,5.39350692483156,"CCNDBP1","cyclin D1 binding protein 1"
"ILMN_1702447",-1.82728598841177,9.92511832838235,-6.38588860397958,2.37702486614928e-07,0.000377184761924402,6.90880265172804,"IGF2BP2","insulin like growth factor 2 mRNA binding protein 2"
"ILMN_1702738",-1.46055759811765,6.83261080582353,-5.56951898059748,2.8309580672889e-06,0.000893129524122084,4.60453735543888,"KLC3","kinesin light chain 3"
"ILMN_1703102",-0.858078220647068,8.09496391867647,-4.64271964997722,4.67458119038181e-05,0.00465126795152866,1.99322148921675,"ST13P4","ST13, Hsp70 interacting protein pseudogene 4"
"ILMN_1703102",-0.858078220647068,8.09496391867647,-4.64271964997722,4.67458119038181e-05,0.00465126795152866,1.99322148921675,"ST13","ST13 Hsp70 interacting protein"
"ILMN_1703142",-1.01565836876471,9.20587122755882,-4.98573381111386,1.66512084924416e-05,0.00230216801458753,2.95390147734324,"MARCHF2","membrane associated ring-CH-type finger 2"
"ILMN_1703244",-0.91514007629412,8.80368951879412,-4.95288459010869,1.8388755549977e-05,0.00245865956901709,2.86146981233606,"MAP1LC3B","microtubule associated protein 1 light chain 3 beta"
"ILMN_1703791",-1.09817366364706,8.70725831535294,-6.36185369153833,2.55597431297027e-07,0.000377184761924402,6.84142380488684,"ANXA7","annexin A7"
"ILMN_1704079",-1.88086100370589,9.9777231402647,-6.05857187269011,6.40267308379054e-07,0.000496710980892164,5.98817146014047,"RBM38","RNA binding motif protein 38"
"ILMN_1704253",-0.593393741529413,6.90643754947059,-3.91385825550161,0.000399074021947881,0.0216327376181439,0.00584042156493769,"ILRUN","inflammation and lipid regulator with UBA-like and NBR1-like domains"
"ILMN_1704446",-1.72833261111765,8.9757897105,-4.78214532624337,3.07646985851467e-05,0.00352913754653475,2.38239643163829,"SLC6A10P","solute carrier family 6 member 10, pseudogene"
"ILMN_1704619",0.520648680235288,9.41929594111765,4.10487676603315,0.000229466388280353,0.0142833336610815,0.517071884994693,"VPS29","VPS29 retromer complex component"
"ILMN_1704842",-0.892817979352947,6.41610248379412,-4.19931206294824,0.000174095699988997,0.0116530845977076,0.772693940540098,"ARL4A","ARF like GTPase 4A"
"ILMN_1705116",-0.858930406058829,6.66673866885294,-3.51862864257142,0.00122130730006905,0.0495676889889946,-1.02201329901124,"SLC22A23","solute carrier family 22 member 23"
"ILMN_1705144",-0.935777493705888,9.67838928861765,-4.4254896658222,8.93240037400401e-05,0.00716454208303376,1.39154235166039,"ULK1","unc-51 like autophagy activating kinase 1"
"ILMN_1705261",-0.632502168588241,8.37968918082353,-4.6950308663504,3.99642345742638e-05,0.00418413157689797,2.13899315778336,"CAPN1","calpain 1"
"ILMN_1705364",-1.33876451594118,7.85139620679412,-5.94461263023436,9.04924366294562e-07,0.000535296697326969,5.66636300506565,"BAG6","BAG cochaperone 6"
"ILMN_1705458",-1.97095987952942,9.10333650894118,-6.02233625285682,7.14690059179262e-07,0.00052005988559413,5.88590440247296,"TRIM58","tripartite motif containing 58"
"ILMN_1705750",-1.75886518905883,7.45518785511765,-6.22547463743572,3.86072205627789e-07,0.000424885929928461,6.45838877256807,"TGM2","transglutaminase 2"
"ILMN_1705871",-0.618443567235301,7.79394139102941,-4.34130156694465,0.000114614442879144,0.00864895211095212,1.16018554022883,"DDHD2","DDHD domain containing 2"
"ILMN_1705984",-1.01260594141177,6.94729985764706,-5.3879410217764,4.91740304120939e-06,0.00114071698097623,4.09014931494013,"HNMT","histamine N-methyltransferase"
"ILMN_1706118",-0.518719902176478,6.96656311432353,-4.21853698469233,0.000164547029952094,0.0113345838404992,0.824945783335699,"JPT2","Jupiter microtubule associated homolog 2"
"ILMN_1706434",-1.48144682858824,11.3482616974706,-5.05735917452905,1.34076735193127e-05,0.0020467462385627,3.15568734548506,"YBX3P1","Y-box binding protein 3 pseudogene 1"
"ILMN_1707304",-1.75590785529413,7.65844597252941,-5.53610271849865,3.13383789032826e-06,0.000940667713371481,4.50985764639145,"KLF1","KLF transcription factor 1"
"ILMN_1707308",-0.504960283823536,8.44270018132353,-4.47179227739163,7.78463863303551e-05,0.00654338284247139,1.51924915558624,"IKBKG","inhibitor of nuclear factor kappa B kinase regulatory subunit gamma"
"ILMN_1707372",-0.582841145058828,6.76954234211765,-5.37407340125735,5.12909616302802e-06,0.00117258076194674,4.05088040908772,"RNF187","ring finger protein 187"
"ILMN_1707434",-1.37662034429413,11.7220996125588,-6.3119612467238,2.97190699960057e-07,0.000398833373340751,6.70143264733806,NA,NA
"ILMN_1707503",-0.526039820529412,8.72981272720589,-3.65330280271954,0.000837989836714557,0.0376960009912956,-0.676843095736891,"SZRD1","SUZ RNA binding domain containing 1"
"ILMN_1707720",-1.96252709876471,8.82612557614705,-6.37438843502151,2.46101891507145e-07,0.000377184761924402,6.87656832488514,"SLC1A5","solute carrier family 1 member 5"
"ILMN_1707858",0.554726642823526,10.4094815285882,3.85668248999084,0.000470268515498721,0.0241634277512986,-0.145510298923435,"H2AZ1","H2A.Z variant histone 1"
"ILMN_1708016",-1.65242060958824,10.5022307776765,-5.21560690494541,8.29949999755724e-06,0.00157376231412996,3.60249543808439,"MIMS2","mitochondrial inner membrane scaffold 2"
"ILMN_1708147",-0.899465797882357,8.89854922535294,-3.95669101814913,0.000352730552612653,0.0196148859474601,0.119748726704048,"TBPL1","TATA-box binding protein like 1"
"ILMN_1708323",-2.33090216958824,10.1136409045588,-5.78821084454209,1.45563623983813e-06,0.00064378573624168,5.22396397764662,"ALAS2","5'-aminolevulinate synthase 2"
"ILMN_1709092",-1.68969175264706,7.03173557655882,-6.16297712321653,4.66526229163499e-07,0.000479943929189223,6.28248508008513,"ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)"
"ILMN_1709634",-0.904019207529416,7.16230541717647,-3.75538165364335,0.000627856164462908,0.0304115018125672,-0.411589282028417,"CMBL","carboxymethylenebutenolidase homolog"
"ILMN_1709894",-0.936608755705884,7.08260178255882,-4.20874303348631,0.000169345517043691,0.0114648610916432,0.798317876139971,"CLPX","caseinolytic mitochondrial matrix peptidase chaperone subunit X"
"ILMN_1710303",-0.560927920882356,6.26310960297059,-3.62018036162982,0.000919751931060395,0.0405007948963902,-0.762256758466095,"ODAD4","outer dynein arm docking complex subunit 4"
"ILMN_1710734",0.915613563058821,8.82348773058824,4.30643959830853,0.00012704044309556,0.00927767729723946,1.06471883455982,"GZMK","granzyme K"
"ILMN_1711069",-0.784264942588237,9.70023248964706,-4.19062560963153,0.000178586285551048,0.0119199418774785,0.749107827988425,"YPEL5","yippee like 5"
"ILMN_1711611",-0.869817107529417,7.57590075494118,-4.4028129028583,9.55377180605671e-05,0.00751018510262494,1.32911493121042,"CR1","complement C3b/C4b receptor 1 (Knops blood group)"
"ILMN_1711617",0.648739902764705,10.8867208621471,4.4514053654496,8.27089618216124e-05,0.00680238724637839,1.46298134274709,"GMFG","glia maturation factor gamma"
"ILMN_1711766",-0.576742417705885,8.47312378197059,-4.22288612730255,0.000162459182420539,0.0112398477919403,0.836776038690245,"SKP1","S-phase kinase associated protein 1"
"ILMN_1711786",-1.11903746835295,11.4434307699412,-4.991980841339,1.63397199902802e-05,0.00229796597766272,2.97148782930292,"NFE2","nuclear factor, erythroid 2"
"ILMN_1711799",-0.895494125882361,6.96915386241176,-3.88355626729307,0.000435387713509709,0.0231182649107216,-0.0744741659261043,"C9orf40","chromosome 9 open reading frame 40"
"ILMN_1711919",-0.714617057882363,8.30081113335294,-4.56294579196423,5.93339962050851e-05,0.00543151080140661,1.77154235592611,"SCYL2","SCY1 like pseudokinase 2"
"ILMN_1712035",-0.876060735529415,7.59652002405882,-4.70225283780997,3.9107877377201e-05,0.0041218309156376,2.15914187022281,"TMEM115","transmembrane protein 115"
"ILMN_1712095",-1.40657506052942,10.0694547203824,-5.22853291709485,7.98024800031013e-06,0.00153967949454614,3.63904041721427,"FOXO4","forkhead box O4"
"ILMN_1712305",-1.02894782582353,7.43465095808823,-5.14757100196841,1.02016353164611e-05,0.00177489701500327,3.41025252637348,"CYBRD1","cytochrome b reductase 1"
"ILMN_1712389",0.817627975294112,10.4328099964706,4.67813842202921,4.20403710013655e-05,0.00433437140936301,2.09188679593425,"CKLF-CMTM1","CKLF-CMTM1 readthrough"
"ILMN_1712389",0.817627975294112,10.4328099964706,4.67813842202921,4.20403710013655e-05,0.00433437140936301,2.09188679593425,"CKLF","chemokine like factor"
"ILMN_1712432",-0.626075693411769,8.52514833017647,-5.02268554467995,1.48908637884578e-05,0.00217741223001205,3.05796336812803,"PSMD2","proteasome 26S subunit ubiquitin receptor, non-ATPase 2"
"ILMN_1712751",-0.51060209841177,6.99729369697059,-4.3397490665777,0.00011514147095281,0.00864895211095212,1.15592981391772,"HADHA","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"
"ILMN_1713006",-1.53278263441177,9.17532303767647,-5.49499416492216,3.55120849327286e-06,0.0010003204733759,4.3933868843146,"CDC34","cell division cycle 34, ubiquitin conjugating enzyme"
"ILMN_1713088",-0.957939245647065,6.59338504176471,-4.4467901756691,8.38506140457697e-05,0.00685330329617955,1.45025185285636,"MSI2","musashi RNA binding protein 2"
"ILMN_1713266",-1.35934242529413,12.9584440791176,-4.9274867957645,1.98545046133194e-05,0.00259551028125998,2.79005785395936,"TENT5C","terminal nucleotidyltransferase 5C"
"ILMN_1713285",-0.699632331294123,7.54960450805883,-3.9924419626974,0.000318103505666667,0.018180691061188,0.215155753398372,"NAPA","NSF attachment protein alpha"
"ILMN_1713636",0.857414053529409,11.2892521755882,4.13985062054321,0.000207197027103275,0.0132861584195234,0.611533233806774,"S100A6","S100 calcium binding protein A6"
"ILMN_1713688",-0.746847328294121,6.84383388397059,-4.33827550768689,0.000115643903811204,0.00867292624414832,1.15189085177209,"DHX32","DEAH-box helicase 32 (putative)"
"ILMN_1713978",0.578234706823531,8.22126891376471,5.25423368416814,7.38136562753315e-06,0.00145545152329896,3.71172063344934,"SDF2","stromal cell derived factor 2"
"ILMN_1713985",-0.968940375411766,7.74167001458824,-4.98286383040948,1.67962808764001e-05,0.00231061162765664,2.94582291771816,"MAF1","MAF1 negative regulator of RNA polymerase III"
"ILMN_1714082",-0.906228139470591,8.18034797861765,-4.21613907929973,0.000165709396366996,0.0113485756357096,0.818424667279275,"CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase"
"ILMN_1714093",-0.83771301888236,7.26689414955882,-4.13484780598102,0.000210247767782853,0.0134091039282856,0.598005802930346,"RMND5A","required for meiotic nuclear division 5 homolog A"
"ILMN_1714167",-0.79696637547059,7.63777505455882,-6.00612035384832,7.50749955203464e-07,0.00052005988559413,5.84012025508348,"CYB5A","cytochrome b5 type A"
"ILMN_1714445",-1.81683713541177,7.310436909,-5.95042548062284,8.89087040726082e-07,0.000534250248818919,5.6827902683864,"SLC6A9","solute carrier family 6 member 9"
"ILMN_1714461",-1.60166713941177,9.15107290594117,-6.06964947025901,6.19106774910044e-07,0.000496576100153695,6.0194237897227,"RNF14","ring finger protein 14"
"ILMN_1714737",-0.632112441352946,7.31542881055882,-5.60436098907189,2.5462716115144e-06,0.000860694367654971,4.70325520986258,"ASF1A","anti-silencing function 1A histone chaperone"
"ILMN_1714765",-1.89162659505884,10.9017193080588,-5.43765602986526,4.22765011416397e-06,0.00107561874383108,4.23095379210732,"STRADB","STE20 related adaptor beta"
"ILMN_1714809",-1.37757826417648,8.74857393420588,-4.58272566972995,5.59312878975706e-05,0.00520007138934525,1.82643423314754,"RPIA","ribose 5-phosphate isomerase A"
"ILMN_1715013",-1.66593461152942,7.70254503082353,-4.991480709172,1.63644429658377e-05,0.00229796597766272,2.97007978435434,"ERMAP","erythroblast membrane associated protein (Scianna blood group)"
"ILMN_1715636",-0.694955085764709,8.38689057,-4.37953659974837,0.000102357867120733,0.00791483880025235,1.26511987151866,"EIF3B","eukaryotic translation initiation factor 3 subunit B"
"ILMN_1715931",-1.08816902117647,7.24188613341176,-5.37197782030412,5.16186703937786e-06,0.00117439920146384,4.04494668012805,"ISCA1","iron-sulfur cluster assembly 1"
"ILMN_1715963",-1.3535363552353,8.73667382955882,-4.86914008326616,2.36754658247595e-05,0.00297186755762624,2.62618935387601,"FBXO7","F-box protein 7"
"ILMN_1715969",-1.1120956682353,12.2261588217647,-5.07123987078964,1.28559384259439e-05,0.00200785998063018,3.19482842912558,"SLC25A37","solute carrier family 25 member 37"
"ILMN_1716062",-0.903956708823533,6.4989200807647,-3.88369818935959,0.000435210362661764,0.0231182649107216,-0.0740985366211513,"MYL4","myosin light chain 4"
"ILMN_1716089",-0.770674063705886,6.68209772232353,-3.99339427392504,0.000317228030003479,0.0181525780699572,0.217701185280522,"KANK2","KN motif and ankyrin repeat domains 2"
"ILMN_1716687",-1.44722200370588,8.17490315661765,-6.0309598552624,6.96226642774785e-07,0.00052005988559413,5.91024783636513,"TPM1","tropomyosin 1"
"ILMN_1717063",-1.00504321864707,7.18472136202941,-6.11724935878297,5.35883148881476e-07,0.000491784123849009,6.15364737980443,"FBXO9","F-box protein 9"
"ILMN_1717935",-1.44344437770588,7.77910420308824,-4.44372753676478,8.4616766403316e-05,0.00688027360224076,1.44180630006554,"SPTA1","spectrin alpha, erythrocytic 1"
"ILMN_1718128",-0.878472395058832,8.30966852070588,-4.50689797999164,7.0124788641534e-05,0.00608362600428537,1.61627973153141,"PABPC3","poly(A) binding protein cytoplasmic 3"
"ILMN_1718706",-0.87048690070588,8.18187430158823,-4.41713577780171,9.15653613095289e-05,0.00725820367378699,1.36853558493839,"ERAL1","Era like 12S mitochondrial rRNA chaperone 1"
"ILMN_1718769",-0.910943394352945,6.76589091211765,-5.82632294740404,1.29636825937872e-06,0.000595611991636692,5.33183164983201,"ITSN1","intersectin 1"
"ILMN_1718831",-1.02783275082353,6.73434583935294,-4.34613400950691,0.000112989102878535,0.00854150689380335,1.17343481761221,"MACO1","macoilin 1"
"ILMN_1718961",-1.94419211164707,10.8034465111176,-5.42628915476234,4.37630935024216e-06,0.00107696740746164,4.19875690379941,"BNIP3L","BCL2 interacting protein 3 like"
"ILMN_1719097",-1.24850182582353,9.02274184132353,-6.49895566992792,1.69018271084142e-07,0.000377184761924402,7.22521869616105,"RMC1","regulator of MON1-CCZ1"
"ILMN_1719185",-0.569398561352946,6.74325036726471,-4.32076075521597,0.000121783377976744,0.00904733876922053,1.10391139099725,NA,NA
"ILMN_1719343",-1.46378683511765,9.12938922497059,-4.7548358046171,3.33967475833895e-05,0.00368399600440266,2.30600930844555,"WDR26","WD repeat domain 26"
"ILMN_1719579",-0.812696507647062,7.51764642058823,-3.87239124622981,0.000449562505388036,0.0236384960471978,-0.104009113905553,NA,NA
"ILMN_1719985",-1.06937080676471,8.63623514555882,-4.73416951542287,3.55355836084262e-05,0.00385647161545589,2.24825308057686,"FEM1A","fem-1 homolog A"
"ILMN_1720241",-0.844980024411772,9.83652076414706,-4.21694850279688,0.000165316137137217,0.0113485756357096,0.820625778375371,"TRIP12","thyroid hormone receptor interactor 12"
"ILMN_1720270",-1.07039776552941,8.29371340988235,-5.11559822695589,1.12396775414453e-05,0.00187028516214944,3.31998182526606,"CDR2","cerebellar degeneration related protein 2"
"ILMN_1720373",-2.20878244652942,8.61855431655882,-5.7749722709699,1.51542936751398e-06,0.000647807470950301,5.18648733334874,"SLC7A5","solute carrier family 7 member 5"
"ILMN_1721651",-1.220860305,7.99360573314706,-4.64842433358221,4.59542158094809e-05,0.00461183511600942,2.00910321798475,"UBE2H","ubiquitin conjugating enzyme E2 H"
"ILMN_1721901",-1.61530768005883,7.81884682302941,-6.61206231576119,1.20260875730777e-07,0.000377184761924402,7.54076446983921,"CTNNAL1","catenin alpha like 1"
"ILMN_1722025",-1.13650044447059,7.31033271447059,-4.60303411368546,5.26381209014226e-05,0.00502216491011698,1.88284409894048,"CPEB4","cytoplasmic polyadenylation element binding protein 4"
"ILMN_1722492",0.640116411764698,11.9816932464706,5.18624216782408,9.07281271979679e-06,0.00166252483899058,3.5194982675176,"DUSP19","dual specificity phosphatase 19"
"ILMN_1722634",-0.78473813470589,11.7048987697059,-4.27990352548728,0.000137377051139993,0.0098650898195719,0.992191114359289,"NUCB1","nucleobindin 1"
"ILMN_1723048",-0.62334435629412,6.60541426985294,-3.86632502419001,0.000457451203823302,0.0238413692935354,-0.120042977904708,"GJC2","gap junction protein gamma 2"
"ILMN_1723116",-1.25440525282353,8.90989230788235,-5.83797996401397,1.25123292469211e-06,0.000586258373219847,5.36481693228164,"AMFR","autocrine motility factor receptor"
"ILMN_1723185",-1.40661434641177,8.70910330555882,-5.48372170811894,3.67506040340663e-06,0.00100419600706612,4.36145083174912,"ELOF1","elongation factor 1"
"ILMN_1723536",-0.745251956294123,6.99575421579412,-3.94775814669505,0.000361940853878564,0.0200328971088834,0.0959566698971255,"USP33","ubiquitin specific peptidase 33"
"ILMN_1723884",-0.631215164941181,7.38443441176471,-3.83314731253367,0.000503036336239009,0.0254057508429441,-0.207569930265321,"ARF4","ARF GTPase 4"
"ILMN_1724700",-1.88475651041177,11.4121835095,-6.56498554502128,1.38548269958955e-07,0.000377184761924402,7.40955429867346,"RIOK3","RIO kinase 3"
"ILMN_1724738",-0.537308523823533,6.60413281467647,-3.80820047159603,0.000540190507031041,0.0269088793307684,-0.27319445444951,"TFR2","transferrin receptor 2"
"ILMN_1724825",-0.794262096235299,10.7505050777647,-5.53538768581463,3.14066096216837e-06,0.000940667713371481,4.50783172758194,"PCBP2","poly(rC) binding protein 2"
"ILMN_1724837",-0.834195492823532,7.992430081,-4.11232751567451,0.000224533984385268,0.0140550552156932,0.537174697431722,"ZC3HAV1","zinc finger CCCH-type containing, antiviral 1"
"ILMN_1725791",-1.08282218376471,7.15635674570588,-6.35237202802692,2.63024261849529e-07,0.000377184761924402,6.81483232924463,"HACD1","3-hydroxyacyl-CoA dehydratase 1"
"ILMN_1726107",-0.517225780117649,6.93993245394118,-5.09105052055208,1.21073725765046e-05,0.00192914879608729,3.25070955160373,"UBE2V1","ubiquitin conjugating enzyme E2 V1"
