"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042541","hemoglobin biosynthetic process","5/708","11/18842",0.454545454545455,12.0968156137648,7.27410923623482,2.82562155770055e-05,0.00361188146940853,0.00361188146940853,"ABCB10/EIF2AK1/SLC6A9/ALAS2/SLC25A37",5
"GO:0044088","regulation of vacuole organization","10/708","55/18842",0.181818181818182,4.83872624550591,5.63328296748985,3.33106262688346e-05,0.00416708463967116,0.00416708463967116,"FLCN/BECN1/USP33/IFT20/ATG2A/PINK1/WDR45/PIP4K2A/MCOLN1/ULK1",10
"GO:0035973","aggrephagy","6/708","18/18842",0.333333333333333,8.87099811676083,6.60133696534534,3.4725705330593e-05,0.00416708463967116,0.00416708463967116,"ATG4A/UBQLN1/SQSTM1/HDAC6/WDR81/CSNK2A1",6
"GO:1990116","ribosome-associated ubiquitin-dependent protein catabolic process","6/708","18/18842",0.333333333333333,8.87099811676083,6.60133696534534,3.4725705330593e-05,0.00416708463967116,0.00416708463967116,"ELOB/ASCC2/RBX1/RNF10/NPLOC4/RIOK3",6
"GO:0044090","positive regulation of vacuole organization","7/708","26/18842",0.269230769230769,7.16503694046067,6.21556343172365,3.61470867732665e-05,0.00425089740453614,0.00425089740453614,"BECN1/USP33/ATG2A/WDR45/PIP4K2A/MCOLN1/ULK1",7
"GO:0006995","cellular response to nitrogen starvation","5/708","12/18842",0.416666666666667,11.088747645951,6.90755767757698,4.69407785277612e-05,0.00530791880275453,0.00530791880275453,"GABARAPL2/BECN1/GABARAPL1/MAP1LC3B/GABARAP",5
"GO:0043562","cellular response to nitrogen levels","5/708","12/18842",0.416666666666667,11.088747645951,6.90755767757698,4.69407785277612e-05,0.00530791880275453,0.00530791880275453,"GABARAPL2/BECN1/GABARAPL1/MAP1LC3B/GABARAP",5
"GO:0030099","myeloid cell differentiation","30/708","364/18842",0.0824175824175824,2.19337865524306,4.54279641267854,5.15343475897575e-05,0.00571739554392027,0.00571739554392027,"TESC/ABCB10/GLUL/HBD/HBQ1/FOXO3/GATA1/PLEK2/FAXDC2/SMIM1/HBM/TFRC/HBA2/BLVRB/HBA1/DYRK3/DMTN/TSPO2/MTURN/SLC1A5/AHSP/ALAS2/TRIM58/EPB42/UCP2/MIMS2/PIP4K2A/PITHD1/CORO1C/KLF1",30
"GO:0006644","phospholipid metabolic process","31/708","387/18842",0.0801033591731266,2.13179024511307,4.44514776303446,6.627411148752e-05,0.00718921991708294,0.00718921991708294,"PRDX6/PLPP5/ATG14/FITM1/PI4KB/PI4K2A/HADHA/ABHD5/BECN1/GPX4/PIGQ/GPCPD1/PNPLA8/MTMR12/TMEM86B/DBI/PIP5K1B/PCTP/CERT1/OCRL/PTEN/INPP5K/IP6K1/DPM2/PLCL2/PIP4K2A/GDE1/CDIPT/FDFT1/CHP1/CHPT1",31
"GO:0015669","gas transport","6/708","20/18842",0.3,7.98389830508475,6.17450032835017,6.79833098109962e-05,0.00718921991708294,0.00718921991708294,"HBD/RHAG/HBQ1/HBM/HBA2/HBA1",6
"GO:0031667","response to nutrient levels","35/708","461/18842",0.0759219088937093,2.02050933245095,4.38333510610039,6.84687611150756e-05,0.00718921991708294,0.00718921991708294,"RRAGB/ALAD/XPR1/FLCN/FOXO3B/ATG14/FOXO3/WIPI2/CPEB4/EIF2AK1/GABARAPL2/GCLC/SOD1/FIS1/KANK2/BECN1/TFRC/RRAGA/SESN3/KAT2B/SLC22A4/ZFYVE1/GABARAPL1/FOXO4/GPX1/UCP2/CAT/BABAM1/SLC7A5/NPRL3/WDR45/MAP1LC3B/ULK1/PCK2/GABARAP",35
"GO:0031669","cellular response to nutrient levels","22/708","233/18842",0.0944206008583691,2.51281491719405,4.59117702798085,7.19527893862681e-05,0.00742249827353082,0.00742249827353082,"RRAGB/XPR1/FLCN/ATG14/FOXO3/WIPI2/CPEB4/GABARAPL2/KANK2/BECN1/RRAGA/SESN3/KAT2B/ZFYVE1/GABARAPL1/UCP2/SLC7A5/NPRL3/WDR45/MAP1LC3B/ULK1/GABARAP",22
"GO:0032006","regulation of TOR signaling","17/708","155/18842",0.109677419354839,2.91884454164389,4.73977411988531,7.57334935584905e-05,0.00767780934696421,0.00767780934696421,"SKP1/RRAGB/SIK3/FLCN/GNA12/LAMTOR2/USP9X/RRAGA/SESN3/WAC/STK11/RBX1/ARAF/DYRK3/NPRL3/USP7/FBXO9",17
"GO:0098754","detoxification","18/708","172/18842",0.104651162790698,2.78508080409933,4.6469900462708,8.69851182475882e-05,0.00866902534399693,0.00866902534399693,"PRDX6/RALBP1/SOD1/HAGH/HBA2/HBA1/GPX4/PRDX2/CCS/CLIC2/GSR/CLIC1/GPX1/SRXN1/CAT/GPX3/PNKD/CD36",18
"GO:2000786","positive regulation of autophagosome assembly","6/708","21/18842",0.285714285714286,7.60371267150928,5.98271433862234,9.21647512659547e-05,0.00903214562406356,0.00903214562406356,"BECN1/USP33/ATG2A/WDR45/PIP4K2A/ULK1",6
"GO:0034599","cellular response to oxidative stress","22/708","238/18842",0.092436974789916,2.46002468784124,4.47885817416862,9.84633684944593e-05,0.00949122306143313,0.00949122306143313,"TPM1/SNCA/OSER1/FOXO3/SOD1/BECN1/GPX4/PRDX2/RBX1/KAT2B/CCS/PNPLA8/GSR/HDAC6/PPIA/GPX1/SRXN1/CAT/GPX3/PINK1/STAU1/CD36",22
"GO:0015671","oxygen transport","5/708","14/18842",0.357142857142857,9.5046408393866,6.28984145515582,0.000111438032384633,0.010568639200349,0.010568639200349,"HBD/HBQ1/HBM/HBA2/HBA1",5
"GO:0022411","cellular component disassembly","34/708","455/18842",0.0747252747252747,1.98866331408704,4.21813502352834,0.000117722581320683,0.0107772768273889,0.0107772768273889,"SPTA1/SPTB/CHMP3/ATG14/PLEK2/FURIN/GABARAPL2/DNASE2/TMOD1/UBQLN1/BECN1/RNF14/ASCC2/MICAL2/GSPT1/ADD1/DYRK3/PNPLA2/RNF10/DMTN/HDAC6/WNK1/GABARAPL1/STX5/TRIM58/NPLOC4/SH3GL1/NAPB/NAPA/NFE2/TSG101/MAP1LC3B/WASHC2C/GABARAP",34
"GO:0010232","vascular transport","12/708","89/18842",0.134831460674157,3.58826890116168,4.83605040353993,0.000120969433776814,0.0107772768273889,0.0107772768273889,"SLC38A5/LEPR/SLC6A9/TFRC/ABCC4/SLC1A5/SLC2A1/SLC7A1/SLC3A2/SLC7A5/FABP5/CD36",12
"GO:0010507","negative regulation of autophagy","12/708","89/18842",0.134831460674157,3.58826890116168,4.83605040353993,0.000120969433776814,0.0107772768273889,0.0107772768273889,"RRAGB/SNCA/LEPR/DAP/BCL2L1/RRAGA/RBX1/HDAC6/WNK1/MCL1/SLC7A5/PINK1",12
"GO:0150104","transport across blood-brain barrier","12/708","89/18842",0.134831460674157,3.58826890116168,4.83605040353993,0.000120969433776814,0.0107772768273889,0.0107772768273889,"SLC38A5/LEPR/SLC6A9/TFRC/ABCC4/SLC1A5/SLC2A1/SLC7A1/SLC3A2/SLC7A5/FABP5/CD36",12
"GO:0044804","nucleophagy","6/708","23/18842",0.260869565217391,6.94252026529108,5.63453545819486,0.000160785115581834,0.0140082682720568,0.0140082682720568,"ATG4A/WIPI2/ATG9A/ATG2A/WDR45/ULK1",6
"GO:0061734","type 2 mitophagy","5/708","15/18842",0.333333333333333,8.87099811676083,6.02568846843745,0.000162000381377528,0.0140082682720568,0.0140082682720568,"TIMM23/OPTN/HDAC6/PINK1/MFN2",5
"GO:0015695","organic cation transport","14/708","120/18842",0.116666666666667,3.10484934086629,4.57043267810136,0.000166097136257188,0.014020001358919,0.014020001358919,"SLC38A5/SLC18B1/SLC25A42/RHAG/SNCA/RALBP1/SLC6A9/SLC22A4/TSPO2/SLC1A5/SEC14L1/SLC7A1/SLC3A2/SLC7A5",14
"GO:0044403","biological process involved in symbiotic interaction","18/708","181/18842",0.0994475138121547,2.64659612323251,4.39825816396831,0.000166904778082369,0.014020001358919,0.014020001358919,"GYPA/JPT2/XPR1/CHMP3/BSG/CR1/FURIN/TFRC/CTSB/PPIA/SLC1A5/DDB1/KPNA6/SLC7A1/HMGB1/SLC3A2/DYNLT1/TSG101",18
"GO:0050792","regulation of viral process","15/708","136/18842",0.110294117647059,2.93525672981057,4.47547745253439,0.000185137441759441,0.0153325092612044,0.0153325092612044,"ZC3HAV1/STOM/BSG/FURIN/RAD23A/PPIA/DDB1/KPNA6/HMGB1/APOBEC3F/INPP5K/DYNLT1/PABPC1/STAU1/TSG101",15
"GO:0062197","cellular response to chemical stress","25/708","301/18842",0.0830564784053156,2.21038159055502,4.18273912168376,0.000188598041598074,0.015402173397176,0.015402173397176,"TPM1/SNCA/OSER1/FOXO3/YBX3/SOD1/BECN1/GPX4/PRDX2/RBX1/KAT2B/CCS/PNPLA8/GSR/HDAC6/PPIA/SLC2A1/WNK1/GPX1/SRXN1/CAT/GPX3/PINK1/STAU1/CD36",25
