"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051701","biological process involved in interaction with host","17/708","168/18842",0.101190476190476,2.69298157115954,4.35521894020939,0.000203809074260199,0.01641640214589,0.01641640214589,"GYPA/JPT2/XPR1/CHMP3/BSG/CR1/FURIN/TFRC/CTSB/PPIA/SLC1A5/DDB1/SLC7A1/HMGB1/SLC3A2/DYNLT1/TSG101",17
"GO:2000785","regulation of autophagosome assembly","8/708","45/18842",0.177777777777778,4.73119899560577,4.95144769771274,0.000240114687455174,0.0190793832734652,0.0190793832734652,"BECN1/USP33/IFT20/ATG2A/PINK1/WDR45/PIP4K2A/ULK1",8
"GO:1903900","regulation of viral life cycle","13/708","110/18842",0.118181818181818,3.14517205957884,4.45849411457617,0.000247347839741648,0.0193920706357452,0.0193920706357452,"ZC3HAV1/BSG/FURIN/RAD23A/PPIA/DDB1/KPNA6/HMGB1/APOBEC3F/INPP5K/PABPC1/STAU1/TSG101",13
"GO:0006650","glycerophospholipid metabolic process","25/708","308/18842",0.0811688311688312,2.16014564531514,4.05625352029499,0.000268243935128778,0.0207536097178581,0.0207536097178581,"PRDX6/ATG14/PI4KB/PI4K2A/HADHA/ABHD5/BECN1/PIGQ/GPCPD1/PNPLA8/MTMR12/TMEM86B/DBI/PIP5K1B/PCTP/OCRL/PTEN/INPP5K/IP6K1/DPM2/PLCL2/PIP4K2A/GDE1/CDIPT/CHPT1",25
"GO:0009615","response to virus","30/708","400/18842",0.075,1.99597457627119,3.9782863284456,0.000273563522200677,0.0208102633593211,0.0208102633593211,"RAB2B/ZC3HAV1/IFI27/IRF3/IFNAR2/SERINC3/IFIT1B/CHMP3/ILRUN/RNASE2/BECN1/PCBP2/BCL2L1/IL17RA/ODC1/IFNGR2/ZBP1/IKBKG/POLR3C/APOBEC3F/AGBL5/POLR3E/ARF1/TRIM56/UBL7/BNIP3L/MARCHF2/USP7/EIF5A/RIOK3",30
"GO:0009636","response to toxic substance","22/708","256/18842",0.0859375,2.2870542019774,4.09680837838871,0.000279934775797151,0.0208102633593211,0.0208102633593211,"PRDX6/ALAD/RALBP1/SOD1/FIS1/HAGH/HBA2/UBA52/HBA1/GPX4/PRDX2/CCS/CLIC2/GSR/CLIC1/GPX1/SRXN1/CAT/GPX3/PINK1/PNKD/CD36",22
"GO:1901524","regulation of mitophagy","8/708","46/18842",0.173913043478261,4.62834684352739,4.86829392862873,0.000281213857452127,0.0208102633593211,0.0208102633593211,"SKP1/FKBP8/EIF2AK1/RBX1/FBXO7/HDAC6/PINK1/BNIP3L",8
"GO:0033500","carbohydrate homeostasis","21/708","239/18842",0.0878661087866109,2.33838025671938,4.11442146297829,0.000283132834820695,0.0208102633593211,0.0208102633593211,"BACE2/LRRC8A/HK1/FOXO3/HECTD4/HK3/LEPR/GCLC/FIS1/RRAGA/SESN3/STK11/DYNLL1/PIK3R2/INPP5K/GPX1/UCP2/CYBRD1/ADIPOR1/GNAS/PCK2",21
"GO:0038202","TORC1 signaling","13/708","113/18842",0.115044247787611,3.06167191640418,4.34333452312307,0.000323173548883936,0.0234600057708339,0.0234600057708339,"RRAGB/SIK3/RPS6KB2/FLCN/LAMTOR2/RRAGA/SESN3/WAC/STK11/RBX1/DYRK3/NPRL3/USP7",13
"GO:0045654","positive regulation of megakaryocyte differentiation","4/708","10/18842",0.4,10.645197740113,6.02815916745843,0.000346301545442678,0.0248323547219871,0.0248323547219871,"TESC/FAXDC2/MTURN/PITHD1",4
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","16/708","161/18842",0.0993788819875776,2.64476962487279,4.14132918233838,0.00038054632581993,0.0269175369227449,0.0269175369227449,"GNA12/USP9X/ELOB/DNAJB2/BAG6/WAC/RBX1/RAD23A/ARAF/KAT2B/ZER1/IKBKG/PTEN/CSNK2A1/USP7/GABARAP",16
"GO:0006661","phosphatidylinositol biosynthetic process","14/708","130/18842",0.107692307692308,2.86601477618427,4.21840670000317,0.000384536241753499,0.0269175369227449,0.0269175369227449,"ATG14/PI4KB/PI4K2A/BECN1/PIGQ/MTMR12/PIP5K1B/OCRL/PTEN/INPP5K/IP6K1/DPM2/PIP4K2A/CDIPT",14
"GO:1903432","regulation of TORC1 signaling","12/708","101/18842",0.118811881188119,3.16193992280584,4.30456951673545,0.000403417113655336,0.0279069720975691,0.0279069720975691,"RRAGB/SIK3/FLCN/LAMTOR2/RRAGA/SESN3/WAC/STK11/RBX1/DYRK3/NPRL3/USP7",12
"GO:0046486","glycerolipid metabolic process","29/708","395/18842",0.0734177215189873,1.95386540799542,3.78568584501088,0.000486651858045287,0.0332734061082126,0.0332734061082126,"PRDX6/ATG14/PI4KB/PI4K2A/LPIN2/HADHA/ABHD5/BECN1/PIGQ/PNPLA2/GPCPD1/PNPLA8/MTMR12/TMEM86B/DBI/PIP5K1B/PCTP/OCRL/PTEN/INPP5K/IP6K1/DPM2/PLCL2/FABP5/PIP4K2A/GDE1/CDIPT/PCK2/CHPT1",29
"GO:0089718","amino acid import across plasma membrane","8/708","50/18842",0.16,4.2580790960452,4.55807977241628,0.000507026595066201,0.0342680043561984,0.0342680043561984,"SLC38A5/SLC6A9/SLC22A4/TSPO2/SLC1A5/SLC7A1/SLC3A2/SLC7A5",8
"GO:0042593","glucose homeostasis","20/708","233/18842",0.0858369098712446,2.28437719744914,3.89790120203746,0.000528658840336433,0.0353240225133889,0.0353240225133889,"BACE2/LRRC8A/HK1/FOXO3/HECTD4/HK3/LEPR/GCLC/FIS1/RRAGA/SESN3/STK11/DYNLL1/PIK3R2/INPP5K/GPX1/UCP2/ADIPOR1/GNAS/PCK2",20
"GO:0006879","intracellular iron ion homeostasis","10/708","76/18842",0.131578947368421,3.50170978293191,4.31797044033961,0.000535404265977445,0.0353727762241278,0.0353727762241278,"SKP1/ISCU/SOD1/TFRC/RBX1/TFR2/ALAS2/CYBRD1/GLRX5/NCOA4",10
"GO:0097352","autophagosome maturation","9/708","63/18842",0.142857142857143,3.80185633575464,4.40151012178856,0.000546276639466116,0.0356883233657911,0.0356883233657911,"CHMP3/ATG14/GABARAPL2/UBQLN1/BECN1/GABARAPL1/TSG101/MAP1LC3B/GABARAP",9
"GO:0051607","defense response to virus","24/708","305/18842",0.0786885245901639,2.0941372603501,3.80648217681574,0.000552319290184862,0.0356883233657911,0.0356883233657911,"RAB2B/ZC3HAV1/IFI27/IRF3/IFNAR2/SERINC3/IFIT1B/CHMP3/ILRUN/RNASE2/BECN1/PCBP2/BCL2L1/ZBP1/POLR3C/APOBEC3F/AGBL5/POLR3E/TRIM56/UBL7/BNIP3L/MARCHF2/USP7/RIOK3",24
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","16/708","167/18842",0.0958083832335329,2.54974796170371,3.9747590064005,0.000571436726414165,0.0365222603403836,0.0365222603403836,"FBH1/YBX3/SOD1/FIS1/UBQLN1/BECN1/BCL2L1/UBB/FBXO7/OPA1/PPIA/IKBKG/SYVN1/MCL1/PINK1/EIF5A",16
"GO:1903146","regulation of autophagy of mitochondrion","8/708","51/18842",0.156862745098039,4.17458734906392,4.48558634416033,0.000581851586959369,0.0367880358206569,0.0367880358206569,"SKP1/FKBP8/EIF2AK1/RBX1/FBXO7/HDAC6/PINK1/BNIP3L",8
"GO:0072593","reactive oxygen species metabolic process","18/708","204/18842",0.0882352941176471,2.34820538384845,3.82554473654609,0.000714918101796916,0.0447204089209135,0.0447204089209135,"PRDX6/ARF4/SNCA/DCXR/FOXO3/SOD1/GADD45A/HBA2/HBA1/PRDX2/CCS/HDAC6/GPX1/UCP2/CAT/GPX3/PINK1/CD36",18
"GO:0061723","glycophagy","4/708","12/18842",0.333333333333333,8.87099811676083,5.38911026220836,0.00076859221164214,0.0475718126784819,0.0475718126784819,"WIPI2/GABARAPL1/ATG2A/WDR45",4
